8.2,-20,-0.2,-1.2,0
-12.6,-18.8,-0.2,0.2,0
-23.4,-19,-0.5,4.4,0
-33.9,-23.4,-0.6,3.4,0
-43.3,-26.8,0.4,-0.1,0
-54.7,-26.7,0.2,-0.6,0
-75.9,-26.1,0.3,0.1,0
-87.2,-26.2,0.1,0.6,0
-97.3,-26.8,-0.8,6.7,0
-107.5,-33.5,-1.3,2.3,0
-116.2,-35.8,-1.6,-2.4,0
-134.6,-33.4,-0.3,0.2,0
-144.3,-33.6,0.4,0.9,0
-154.7,-34.5,-0.2,2.6,0
-164.5,-37.1,-3.3,2.3,0
-171.2,-39.4,-0.8,-1.9,0
-189.4,-37.5,1,-4.7,0
-199.4,-32.8,0.2,3.1,0
-208.6,-35.9,-0.9,2.3,0
-216.7,-38.2,-0.2,0.9,0
-225.5,-39.1,0,0.8,0
-242.5,-39.9,-0.9,-2.4,0
-249.6,-37.5,-2.6,-1.3,0
-255,-36.2,-0.3,3.9,0
-262.7,-40.1,-66.6,-12.2,1
-204.1,-27.9,-87.2,-30,1
-131.9,2.1,8.7,-4.5,0
-147.6,6.6,-2.4,-2,0
-152.2,8.6,-5,0.3,0
-153.2,8.3,-1.4,3.8,0
-158.8,4.5,-1.7,0.5,0
-169.1,4,0,-1.8,0
-175.1,5.8,-2,3.3,0
-178.1,2.5,-3.7,1.4,0
-180.4,1.1,-2.5,-4.7,0
-182.9,5.8,-4,0,0
-187.9,5.8,-3.3,2.2,0
-188.6,3.6,-1.3,0.7,0
-191.3,2.9,-46.1,-3.3,0
-149.2,6.2,-77.6,-22.2,1
-74.6,28.4,-0.3,-2.2,1
-80.3,30.6,-5.8,-4.7,0
-77.5,35.3,-2.6,-5.6,1
-76.9,40.9,-2.2,-0.4,0
-77.7,41.3,-1.9,-0.2,0
-76.8,41.5,-1.3,-1.1,0
-78.5,42.6,-3.7,-2.7,0
-75.8,45.3,-4.7,-0.5,0
-72.1,45.8,-4.5,-1.4,0
-67.6,47.2,-0.7,-0.4,0
-66.9,47.6,-2.3,0.3,0
-64.6,47.3,-0.2,1.1,0
-63.4,46.2,-0.2,0.6,0
-62.2,45.6,-2.4,1.9,0
-58.8,43.7,-0.7,-3.8,1
-56.1,47.5,111.2,44.1,1
-164.3,3.4,174.9,39.6,1
-336.2,-36.2,0.5,4,1
-333.7,-40.2,-4.1,0.8,0
-327.6,-41,-1.2,-3.8,0
-322.4,-37.2,-1.1,0.5,0
-314.3,-37.7,0.7,-2.5,0
-311,-35.2,-0.3,-4.5,0
-306.7,-30.7,0.2,1.3,0
-301.9,-32,0.1,1.8,0
-298,-33.8,-0.5,-0.2,0
-286.5,-33.6,0.4,0.1,0
-281.9,-33.7,0.1,-0.9,0
-276,-32.8,-32.3,9.8,1
-237.7,-42.6,-183.2,-22.8,1
-48.5,-19.8,-64.4,-18.8,1
28.9,-1,4.3,-4.1,1
31.6,3.1,-2.4,0.3,0
41,2.8,-1.9,-5.4,0
50.9,8.2,-0.4,0.1,0
58.3,8.1,2.5,-4.5,0
71.8,12.6,-0.5,1.3,0
80.3,11.3,-0.8,5.1,0
89.1,6.2,0.5,-1.4,0
97.6,7.6,2.2,-0.3,0
103.4,7.9,2.8,1.2,0
118.6,6.7,0.8,0.8,0
126.8,5.9,0.8,-0.6,0
135,6.5,0.7,2.1,0
144.3,4.4,0.7,-0.2,0
152.6,4.6,65.6,12.9,1
107,-8.3,58.9,4.5,1
58.1,-12.8,-0.9,-1.9,0
69,-10.9,2.7,-2.8,0
76.3,-8.1,12.8,2,0
73.5,-10.1,6.4,-2.4,0
88.1,-7.7,5,0.3,0
93.1,-8,3.5,-0.2,0
100.6,-7.8,10.7,-3.7,0
99.9,-4.1,10.8,1.3,0
100.1,-5.4,10.5,1.5,0
110.6,-6.9,6.9,-1.7,0
114.7,-5.2,12.5,-2,0
113.2,-3.2,8.7,0.3,0
115.5,-3.5,39.7,7,0
85.8,-10.5,88.2,3.4,1
19.6,-13.9,4.6,-0.3,0
26,-13.6,7.6,-1.5,0
29.4,-12.1,14.8,-3.1,0
24.6,-9,10.2,3.5,0
25.4,-12.5,6.7,-2.6,0
39.7,-9.9,8.1,-2.9,0
42.6,-7,12.9,2.4,0
39.7,-9.4,6.5,1.6,0
43.2,-11,8.7,-0.2,0
45.5,-10.8,13.9,1.5,0
51.6,-12.3,159.7,8.9,1
-98.1,-21.2,20.4,3.7,0
-108.5,-24.9,8,2,0
-106.5,-26.9,8.7,-1.8,0
-105.2,-25.1,5,-3.1,0
-92.2,-22,10.3,-0.3,0
-92.5,-21.7,9.4,-2.7,0
-92.9,-19,7.4,-3.3,0
-91.3,-15.7,10.4,-1.3,0
-92.7,-14.4,8.6,-2.6,0
-84.3,-11.8,6.7,-1.5,0
-83,-10.3,3.3,1.4,0
-78.3,-11.7,8.2,-0.2,0
-78.5,-11.5,8.1,-5,0
-78.6,-6.5,4.1,-1.7,0
-67.7,-4.8,6.7,1.6,0
-67.4,-6.4,3.8,-1.9,0
-64.2,-4.5,0.3,-0.5,0
-58.5,-4,1,0.8,0
-52.5,-4.8,1.2,-0.1,0
-41.7,-4.7,1.4,-0.6,0
-37.1,-4.1,0,-0.7,0
-32.1,-3.4,-0.3,0.7,0
-25.8,-4.1,-1,1,0
-19.8,-5.1,-0.3,0.3,0
-10.5,-5.4,-1,2.7,0
-5.5,-8.1,-1.5,-1,0
0,-7.1,-0.7,0.7,0
4.7,-7.8,-1.6,0.4,0
9.3,-8.2,-0.3,0.9,0
15.6,-9.1,-8.8,5.4,0
27.4,-14.5,-36.6,14.6,1
66,-29.1,0.8,-1.4,0
68.2,-27.7,-1.7,-5.2,0
70.9,-22.5,-3.2,1.5,0
77.1,-24,-2.3,1.4,0
80.4,-25.4,0,-2.6,0
81.4,-22.8,-0.4,-0.9,0
81.8,-21.9,0.5,0.1,0
81.3,-22,0,-2.1,0
81.3,-19.9,-1.5,-0.3,0
81.8,-19.6,2.5,1.8,0
78.3,-21.4,53.5,-16.4,1
23.8,-5,-3.2,-1.3,0
25,-3.7,-0.3,-0.7,0
22.3,-3,-0.3,0.5,0
