-13.9,4.4,0.5,-1.6,0
-14.4,-4,-1.2,1,0
-13.2,-16,-1.5,1.8,0
-11.7,-39.8,0.7,1.9,0
-12.4,-51.7,0,-1.8,0
-12.4,-60.9,2.9,-0.7,0
-15.3,-71.2,2.8,0.5,0
-18.1,-81.7,3.4,3.8,0
-21.5,-106.5,2.6,1.2,0
-24.1,-118.7,2.5,-1,0
-26.6,-127.7,-0.1,1.2,0
-26.5,-138.9,-8.1,-32.1,0
-18.4,-116.8,-17.4,-81.8,1
-1,-55,-3.8,8.4,0
2.8,-73.4,-0.5,0.1,0
3.3,-83.5,-0.5,-1.4,0
3.8,-91.1,-1.9,-11.1,0
5.7,-90,-1.1,-6.9,0
6.8,-101.1,-0.7,-2.8,0
7.5,-107.3,-2.9,-4.9,0
10.4,-111.4,-14.6,-88.2,1
25,-31.2,-3.7,-33.2,0
28.7,-7,1.5,2.6,0
27.2,-25.6,1.3,-0.4,0
25.9,-33.2,0.8,-0.9,0
25.1,-40.3,1.5,0.4,0
23.6,-47.7,0.9,0.1,0
22.7,-55.8,1.8,-1.2,0
20.9,-68.6,1,-1.3,0
19.9,-73.3,0,-2.1,0
19.9,-78.2,-1.4,-11.7,0
21.3,-72.5,-1.4,-59.9,1
22.7,-18.6,0.8,-21.4,0
21.9,-8.2,0.6,-2,0
21.3,-12.2,0.6,-5.5,0
20.7,-11.7,1.2,-3.5,0
19.5,-12.2,0.5,-1.8,0
19,-15.4,-1.3,-5,0
20.3,-18.4,-1,-1.1,0
21.3,-21.3,-0.3,-2,0
21.6,-22.3,2.1,-4.1,0
19.5,-22.2,-0.4,-1.4,0
19.9,-22.8,-19.3,-45.2,1
39.2,17.4,-3.9,-32.4,0
43.1,46.8,1.9,4.9,0
41.2,40.9,-2.5,-0.1,0
43.7,39,-1.3,-1,0
45,39,-1.9,0.2,0
46.9,36.8,0.1,0.4,0
46.8,36.4,-0.7,5.7,0
47.5,30.7,-1.2,5.5,0
48.7,25.2,-3.1,3.6,0
51.8,21.6,-2.3,4.8,0
54.1,18.8,-0.1,12.7,0
54.2,7.1,1.1,12,0
53.1,-2.9,-0.2,4.4,0
53.3,-6.3,-0.7,6.6,0
54,-9.9,-1.4,6.8,0
55.4,-11.7,2.3,-3.6,0
53.1,-6.1,-0.1,-34.9,0
53.2,32.8,0.5,6.9,0
52.7,28.9,0.3,1,0
52.4,31.9,-0.2,7.4,0
52.6,32.5,2.2,9.6,0
50.4,27.9,4.6,1,0
45.8,30.9,-0.7,2,0
46.5,33.9,-2.1,6,0
48.6,33.9,-0.3,6.5,0
48.9,38.4,0,3.4,0
