-2.8,-1.7,0
-22.3,-2,0
-44.1,-1.2,0
-22.2,0.1,1
-21.5,0.1,1
-22.5,0.7,1
-20.7,13.3,1
-43,-7.2,1
-20.5,-3.9,1
-17.3,1,1
-16.9,-1.3,1
-16.7,0.9,1
-29.9,1.4,1
31.5,-11.4,1
70.9,-18.9,1
1.3,7.4,1
-14,3.4,1
-28,5.1,1
-9.6,5.4,1
-9,5.3,1
-11.8,-1.8,1
-5.7,2.7,1
-9.2,3.1,1
-2.7,1.6,1
42.3,-19.7,1
110.8,-18.6,1
18.2,2.7,1
2.9,3.3,1
-0.9,1.3,1
-0.4,3.1,1
-0.5,1.7,1
1.6,-0.4,1
10.3,-1.3,1
5.5,-0.6,1
9.1,0.1,1
9.9,1.4,1
16.2,-0.1,1
56.9,-10.2,1
7,-1.1,1
7.5,0.6,0
11.6,3.1,0
12.4,-0.3,0
25.8,4.3,0
8,2.6,1
0.5,1.2,1
-18.6,-4.5,1
-31.2,3.3,1
26.9,-2,0
8.4,-1.8,0
15.3,1.7,0
11.6,-1,0
16.2,-0.5,0
35.1,0.5,0
11.6,-1.6,0
15.8,0.4,0
1.5,-2,0
-32.2,8.5,0
5.7,-2.6,0
0.1,-7,0
7.6,-0.3,0
9.9,0.6,0
-0.9,-0.1,0
6.1,0.7,0
-12.9,-3,0
-7.7,7.6,0
-4.2,2.9,0
-11.5,-2.5,0
-11.6,-1.2,0
-12,-1.6,0
0.7,-3.5,0
0.9,1.1,0
0.1,-0.7,0
6.5,0.9,0
-3,0.1,0
2.2,0.3,0
0.2,-0.8,0
-1.1,0.3,0
-6.7,-0.1,0
-7.9,0.9,0
-7.3,-0.4,1
-6.1,2.2,1
-6.8,-0.4,1
-16.4,1.1,1
-9.9,0.6,1
-6.1,1.2,1
-4.9,-1.7,1
-1.2,-1.1,0
18.5,3.9,0
-0.2,7.8,0
10.9,2.1,0
8.9,1.5,0
35.1,-0.1,0
24.3,-1,0
41.4,6.9,0
23.2,17,0
-1.6,5.5,0
10.4,8.7,0
-26.6,7,0
-12.4,4.3,0
-15,5.3,0
-14.6,4.3,0
-16.4,-0.4,0
-37.4,0.8,0
-14.8,2.6,0
-13.6,0.5,0
-18.3,0,0
-11.6,-0.8,0
8,-4.4,0
18,-12.3,0
1,-3.4,0
-11.3,1.7,0
-15.2,0.7,0
-26.8,1.2,0
-9.2,2.1,0
-10.3,0.5,0
-11.3,0.2,0
-8.5,-2.3,0
20.7,-11.2,0
-4.8,-0.2,0
-7.1,2.6,0
-7.7,1.6,0
14.2,-6.2,0
27.9,-3.6,0
0,-0.3,0
-2.8,-3.3,0
-3.1,-0.3,0
-2.6,-1,0
2.5,1.8,0
0.6,-2.7,1
1.9,1.7,1
-2.9,-2.8,1
-9,-2.8,1
9.4,-1.1,1
3.3,0.7,1
-5.3,1.8,1
-14.9,2,1
-12.2,5.9,1
18.5,-0.1,1
8.6,-1.7,1
8.8,-1.2,1
16.5,-2.6,1
15.5,2.5,1
25.5,-0.8,1
11.6,0.2,1
10.5,-0.2,1
9.3,0.5,1
7.1,0.6,1
20,-0.5,1
6.7,2.1,1
5.8,-1.5,1
12.5,0.1,1
10.3,0.9,1
30,0.7,1
-59.9,7.3,0
-15.1,-2.1,0
3.6,0.1,0
7.5,-0.1,0
24.7,-0.3,0
4.7,0.8,0
11.3,0.7,0
7.4,0.4,1
5.4,0.2,1
8,0.3,1
-60.8,7.5,1
2.4,-1.7,1
6.2,4.2,1
4.2,0.5,1
-30,-6.8,1
-69.4,-10.7,1
-10.7,-7.1,1
-8.3,-1.6,1
0.1,-1.7,1
3.5,-3.2,1
-2.6,-1.3,1
-4.4,-1.8,1
-4.2,-1.4,1
-1.4,-0.4,1
-6.2,2.5,1
-2.5,-0.5,1
33.6,5.7,1
-4.4,0.2,1
-4.6,1.3,1
-15.5,-2.6,1
-5.6,2,1
-0.8,1.8,1
0.4,-1,1
-4.7,0.4,1
-24,0.5,1
37.8,-0.9,1
36,9.8,1
-15.9,0.8,1
7.9,5.6,1
-5,7.8,0
-7.2,1.4,0
-11.9,0.6,0
-6.1,-0.3,0
44.9,-10.7,0
-13.8,3.4,0
-7.7,-0.4,0
-12.2,-0.4,0
-8.3,0.8,0
-7.8,-0.3,0
-30,-4,0
-9.9,0.7,0
-5.8,-5.1,0
96.4,-3.3,0
-1.3,2.5,1
-28,3.5,1
34.7,-4.6,1
68.5,10.3,1
-12.8,3.3,1
-12.1,2.9,1
-25.3,2.8,1
-9.1,2.5,1
37.2,-10.6,1
16.3,-6,1
-10.8,-0.3,1
-20.4,2.7,1
-2.3,3.3,1
-7.2,-1,1
-6.2,0.5,1
-7.9,1.5,1
-11.2,-0.1,1
-4.6,0.2,1
-4.9,0.4,1
-4.6,0.4,1
-3.9,0.2,1
2.1,-2.4,0
-0.2,2.1,0
0.7,-2.3,0
3.1,2.6,0
2.4,1.1,0
12.5,0.3,0
1.2,-0.9,0
2.6,-0.1,0
-22.9,0.6,0
-31.9,-4.5,0
-7.4,-5.2,0
-47.6,-7.3,0
-72,-4.1,0
-94.7,-6.3,0
-57.5,-6.3,0
-28.8,-11.6,0
-12.7,-6.4,1
-24.7,-15.9,1
-0.4,-5.7,1
25,0.8,1
44.2,-3.2,0
52.8,7.8,0
45,1.7,0
89.3,10.1,1
61.3,10.8,1
52,2.7,1
24.7,4.5,1
20.2,4,1
15.1,8.4,1
15.8,1.4,1
35.5,1.8,1
12.3,3.1,1
3.7,2.4,1
9.4,1.5,1
-6,2.2,1
0.9,0.8,1
9.7,0,1
7.7,1,0
8.3,-2.3,0
5.9,0,0
-7.1,0.2,0
-14.7,0.5,0
-0.1,-2.8,0
2.2,0,0
-7.8,-1.3,0
10.9,3.9,0
-33.2,-8.9,0
-16.5,-6.9,0
-18.7,-5.2,0
-16.7,-3.6,0
-25.4,-2.4,1
-4.1,2.1,1
19.3,5.3,1
-8.4,-1.8,1
-17.2,0.5,1
-10.2,2.4,1
-4.3,-0.5,1
10.1,4.2,1
36.4,7.9,1
57.9,4.7,1
32,2.5,0
50.6,-0.6,0
28,-4.2,0
34.1,-9.8,0
7,0.4,0
23.5,-5.5,1
-11.7,1.8,1
-16.1,1.2,1
-19,0.1,1
-18.2,2,1
-40.4,0,1
-17.7,1.4,1
-20.8,1.3,1
-25.1,7.1,1
-25.1,5.8,1
-41.6,-2.5,0
-15.2,2.3,0
