1,2.2,0,-1.7,0
1,-6.1,0.4,-2.5,0
0.6,-14.6,0.8,-0.6,0
-0.2,-36,0.2,1,0
-0.4,-47,0.2,1.8,0
-0.6,-59.8,0.3,1.2,0
-0.9,-72,0.7,0.6,0
-1.6,-82.6,-0.1,-2.8,0
-1.5,-100.8,0.6,-2,0
-2.1,-109.8,0.6,-5.7,0
-2.7,-114.1,-0.2,-4.5,0
-2.5,-119.6,-8.6,-138.1,1
6.1,8.5,-8.4,-30.2,1
14.5,18.7,7.9,-1.6,0
6.6,10.3,1.3,-6.9,0
5.3,7.2,4.7,-10.7,0
0.6,8.9,2,-5.7,0
-1.4,4.6,1.8,-6.4,0
-3.2,-7,1.5,-5.9,0
-4.7,-10.1,-0.3,-8.2,0
-4.4,-10.9,-0.3,-13.7,0
-4.1,-5.2,-0.3,-6.2,0
-3.8,-8,8.6,-127.9,0
-12.4,103.9,-2.8,-18.1,1
-9.6,114,-1,0.7,0
-8.6,105.3,3.2,-8.6,0
-11.8,106.9,1.7,-7.5,0
-13.5,106.4,1.6,-3.3,0
-15.1,95.7,0.7,-6,0
-15.8,95.7,-1.1,-9.9,0
-14.7,98.6,-0.5,-7.7,0
-14.2,100.3,0,-3.2,0
-14.2,97.5,0,-3.5,0
-14.2,90,0.2,-3,0
-14.4,87,0.6,-3.1,0
-15,85.1,0.3,-1.2,0
-15.3,82.3,0.3,-3.1,0
-15.6,80.4,0.4,-2.2,0
-16,74.6,-0.6,-0.8,0
-15.4,71.4,-1.2,-1.1,0
-14.2,69.5,0.3,-1.8,0
-14.5,67.3,1.5,0.1,0
-16,65.2,2.2,0.9,0
-18.2,59.3,-0.1,1.3,0
-18.1,55,0.2,0.3,0
-18.3,53.7,-0.1,-0.3,0
-18.2,52,-0.8,1.2,0
-17.4,49.8,-1.4,0.1,0
-16,47.7,0.3,0.4,0
-16.3,47.3,1.1,1.4,0
-17.4,45.9,-0.4,0.8,0
-17,45.1,-0.1,-0.4,0
-16.9,45.5,0.9,-0.3,0
-17.8,47.8,0.8,1.5,0
-18.6,47.3,0.1,0.7,0
-18.7,48.6,0.2,0.9,0
-18.9,48.7,0.2,-0.8,0
-19.1,52.5,-0.1,0.8,0
-19,56.7,1.1,1.9,0
-20.1,56.8,0.2,1,0
-20.3,59.8,0.7,2.8,0
-21,60,0.4,1.5,0
-21.4,62.5,1.1,2.6,0
-22.5,67.9,1,3.2,0
-23.5,69.7,1.5,4.9,0
-25,68.8,-0.6,3.3,0
-24.4,70.5,-0.6,3.7,0
-23.8,72.8,-10.6,34.1,0
-13.2,49.7,-4.6,60.4,1
-8.6,-4.7,-0.1,3.4,0
-8.5,-2.1,0.1,7.3,0
-8.6,-2.4,-2.9,10.4,0
-5.7,-6.8,-0.1,7.3,0
-5.6,-0.1,-0.7,11.3,0
-4.9,-3.4,1.8,6,0
-6.7,-2.4,1.1,8.2,0
-7.8,-2.6,3.8,3.6,0
-11.6,1.8,-0.5,5.9,0
-11.1,11.9,-2.1,13.1,0
-9,7.8,-0.8,7.4,0
-8.2,8.4,0.2,8.6,0
-8.4,8.8,0.9,8.7,0
-9.3,9.1,1.6,4.1,0
-10.9,23,2.1,5.2,0
-13,27.8,-0.7,9.1,0
-12.3,27.7,-0.5,9.8,0
-11.8,27.9,-1.2,11.7,0
-10.6,26.2,-9.5,22.1,0
-1.1,24.1,-55.5,114.8,1
54.4,-80.7,29.9,62,1
24.5,-132.7,-0.6,13.4,1
25.1,-136.1,2.5,8.7,0
22.6,-133.8,2.7,6.5,0
19.9,-119.3,2.6,8,0
17.3,-117.3,3.2,8.3,0
14.1,-114.6,0.5,7.8,0
13.6,-111.4,1.9,5.3,0
11.7,-106.7,2.6,6.6,0
9.1,-91.3,1.4,4.6,0
7.7,-84.9,0.9,5.8,0
6.8,-80.7,2.1,5.8,0
4.7,-75.5,1.8,9.3,0
2.9,-73.8,0.5,5,0
2.4,-56.8,0.8,5,0
1.6,-51.8,-0.5,4.9,0
2.1,-45.7,0.5,6.5,0
1.6,-41.2,0.4,9.6,0
1.2,-40.8,-0.2,8.4,0
1.4,-28.2,0.6,9,0
0.8,-27.2,-0.2,5.5,0
1,-21.7,1.6,9.9,0
-0.6,-21.6,42.7,78.5,1
-43.3,-90.1,-44,39.2,1
0.7,-109.3,2.1,8.2,0
-1.4,-107.5,1.4,5.1,0
-2.8,-102.6,2.5,3.7,0
-5.3,-97.3,3.2,4,0
-8.5,-92.3,0.5,4.3,0
-9,-77.6,0.2,2.8,0
-9.2,-71.4,-0.2,3.3,0
-9,-65.7,0.1,3.7,0
-9.1,-61.4,0.5,5.1,0
-9.6,-57.5,0.6,3,0
-10.2,-44.5,1.5,-0.1,0
-11.7,-36.4,0.7,3.1,0
-12.4,-31.5,-0.1,3,0
-12.3,-27.5,-0.3,1.8,0
-12,-21.3,-1.6,1.7,0
-10.4,-9,-1,2.4,0
-9.4,-5.4,0.4,1.8,0
-9.8,-0.2,0.6,1.9,0
-10.4,3.9,0.9,4.3,0
-11.3,5.6,-0.3,5.2,0
-11,11.4,0.4,2.1,0
-11.4,15.3,-0.9,2.5,0
-10.5,17.8,2.1,5.6,0
-12.6,16.2,-0.6,5.7,0
-12,15.5,-9.6,65.1,1
-2.4,-41.6,-2,12,1
-0.4,-49.6,3.3,0.7,0
-3.7,-47.3,0.6,1.7,0
-4.3,-45,-0.1,2.7,0
-4.2,-45.7,1,3.1,0
-5.2,-43.8,0.3,0.3,0
-5.5,-41.1,0.8,0.1,0
-6.3,-40.2,1.1,2.6,0
-7.4,-40.8,-0.5,2.2,0
-6.9,-42,0.9,-0.9,0
-7.8,-39.1,0.7,1.9,0
-8.5,-41,0.5,-0.5,0
-9,-40.5,0.4,-0.6,0
-9.4,-39.9,0.8,1.7,0
-10.2,-41.6,-1.7,0.5,0
