-0.1,-0.1,0
0.1,0.2,0
0.2,-0.9,0
0.2,0.4,0
0.1,0.5,0
0.1,0.4,0
-0.3,0,0
-0.1,-10.1,0
-0.2,-0.3,0
-0.8,-0.5,0
-0.6,-0.1,0
-0.5,-11.4,0
-0.3,0,0
-0.1,0.1,0
0.3,0,0
0.1,-10.7,0
0.2,0.6,0
0.9,0.1,0
0.3,0.3,0
0.1,-10.9,0
0,-0.1,0
0,-0.1,0
-0.7,-0.6,0
-0.2,-10.1,0
-0.2,-0.2,0
0,-0.2,0
0.2,0.1,0
0.1,-10.8,0
0.2,0.4,0
0.2,0.4,0
1.1,0.7,0
1.2,2,0
0,-11,0
0,0.1,0
0.1,0.3,0
0.6,0.2,0
0.2,-9.6,0
-0.1,0.3,0
-0.2,-0.2,0
-0.4,0.1,0
-1,-10.9,0
-0.1,-0.5,0
-0.2,0.1,0
-0.2,0,0
-0.3,-10.1,0
0,0.5,0
-0.4,0.1,0
0,0,0
0,-11,0
-0.3,0.1,0
-0.1,0.1,0
0,0.7,0
-0.1,-9.3,0
0.1,0.1,0
0,0.2,0
0.1,0.4,0
-0.1,0.3,0
-0.1,-9.8,0
0.2,1,0
0.2,1,1
0,0.1,1
0.4,-8.7,1
0.6,2.4,1
0.3,0.7,1
0.4,0.7,1
-0.2,-9.1,1
0,0.9,1
0.1,1,1
-0.1,0.5,1
0.5,-9.6,1
0.7,3.2,1
0.1,0.1,1
0.3,2.5,0
0.5,-7.4,0
0.1,1.2,0
-0.1,0.7,0
-0.1,0.8,0
-0.6,-9.6,0
-0.9,0.4,0
-0.8,3.1,0
-1.8,8.4,0
-3.6,23.2,0
-3.8,15.6,0
3,23,0
2.3,14.8,0
3.3,11.6,0
2,-3,0
1.6,0.1,0
-0.1,-0.1,0
0,0,0
-0.7,-10.3,0
-0.6,0.4,0
-0.6,0.3,0
-0.9,1.1,0
0.2,-5.5,0
0.1,2.9,0
-0.2,2,0
-0.3,2.3,0
-0.9,-7.2,0
0.1,1.1,1
0,0.1,1
-0.9,0.1,1
-0.8,-7.2,1
-0.4,1.1,1
-0.1,2.3,1
-0.5,0.5,1
-0.2,0.7,1
0.3,-6.8,1
0.5,2.1,1
-0.5,1.1,1
0.1,5.5,0
-0.8,-5.6,0
-0.2,0.7,0
1,5.8,0
-0.1,1.2,0
0,-5.9,0
-0.1,2,0
0.3,1.2,0
0,0,0
0.4,-6.4,0
0,0.7,0
-1.4,1.7,0
0.9,8.7,0
3.7,10,0
3.2,14.1,0
2.8,11.3,0
3.5,14.8,0
2,-3.7,0
1,2.8,0
0.1,0,0
0,0.1,0
-0.1,0.1,0
-0.9,-6.7,0
-1,0.2,0
-0.8,0.4,0
0.1,2.5,0
-0.2,-7.3,0
0.2,2.1,0
-0.3,0,0
0.4,2.3,0
0.2,-5.6,0
-0.5,0.8,0
0,0.6,0
-0.3,0.6,0
0,-5.7,0
-0.4,1.5,0
-0.6,1.1,0
0.4,2,0
0.3,-2.8,0
0.1,1.9,0
-0.1,2.3,0
0.1,0.1,0
-0.1,-7,0
0,0.5,0
0,0.5,0
0.1,0.2,0
-0.9,2,0
-0.9,-4,0
0.3,2,0
0,1,0
-0.1,0.9,0
0.2,-5.1,1
0.1,0.4,1
0,0.4,1
0.6,1.2,1
0.6,-4.8,1
1,0.9,1
0.1,1,1
0,0.6,1
-0.2,-3.9,1
-0.5,0.3,0
0.2,1.7,0
-0.5,0.4,0
0,-5.2,0
0.1,1.5,0
0.1,0.8,0
0,0.4,0
0,-4.7,0
-0.1,0.3,0
0.1,1.1,0
0.2,1.2,0
0,0.2,0
-0.1,-3.8,0
-0.1,0,0
0.2,1,0
0.3,1.2,0
0.2,-4.9,0
0.3,0.1,0
0.3,0.9,0
0.3,1.1,0
-1.4,-3.1,0
-1.1,2.3,0
-3.7,8.7,0
-2.7,6.5,0
-0.6,0.4,0
1.1,7.2,0
1.1,1.7,0
1,0.9,0
0.7,-3,0
0.7,0.3,0
-0.2,0.5,0
0,1.4,0
-0.6,-2.4,0
0.3,2.8,0
-0.1,0.4,0
0,0.5,0
0,0.3,0
-0.8,-3.6,0
-0.2,0.6,0
-0.2,0.6,0
-0.4,0.7,0
-0.6,-1.9,0
0.1,0.6,0
0.3,0.6,0
0.1,0.4,0
0.2,-2.6,0
0,0.2,0
-0.2,0.5,0
-0.2,0.2,0
-0.3,-1.1,0
0.3,1.5,0
0.3,1.3,0
0.2,1.4,0
0.4,-0.6,0
-0.3,0.8,0
0,0.1,0
