2.8,2.8,0
0.6,-1.1,0
0.1,0,0
0.1,0,0
0.8,-0.1,0
0.9,-8.5,0
0.5,-0.9,0
-0.4,-1.1,0
0.3,-0.2,0
0.5,-10.9,0
-0.1,-0.8,0
-0.1,0,0
-0.2,-0.6,0
-0.3,-11.5,0
-0.1,-0.5,0
0.2,0.8,0
0.1,-0.1,0
0.2,0.7,0
0.5,-10.3,0
0.1,0.1,0
0,0,0
0.1,0,0
-0.1,-10.5,0
0.4,0.8,0
0.5,0.9,0
0.1,-0.4,0
0.5,-10.6,0
0,-0.2,0
0,-0.2,0
0.8,0.5,0
0.4,-11.2,0
0.2,-0.3,0
0.2,0.1,0
0.1,-0.1,0
1.3,-9.8,0
1.4,0.4,0
-0.4,-0.2,0
-0.1,-0.2,0
-0.1,-11,0
0,-0.1,0
-0.3,-0.7,0
0.3,0.4,0
0.1,0.1,0
0.4,-10,0
0.1,-0.1,0
0.1,0.1,0
0,-0.3,0
0.1,-10.9,0
0.1,-0.1,0
0.5,0,0
0.6,1.2,0
0.2,-9.5,0
0.2,0.5,1
0.1,0,1
0.1,0,1
0.2,-9.9,1
-0.2,0,1
0.3,0.5,1
0.1,0,1
0.8,-8.2,1
0.2,0.1,1
-0.1,-0.6,1
0.2,0.5,1
0.1,-9.6,1
0.4,1.5,0
0.8,3.5,0
4.1,13.7,0
7.9,28.2,0
11.4,22.9,0
20.2,39.4,0
12.9,24,1
8.2,11.3,1
15.1,13.3,1
2,-0.7,1
-0.6,-1.3,1
-1.5,-3.2,1
-1.4,-12.2,1
-0.8,-1.1,1
0.4,1.3,1
0.4,1.3,1
2.4,-4.8,1
-0.2,0.4,1
0.2,0.6,1
0,0,1
2.2,-5.1,1
0.2,0.6,1
0.3,0.6,1
0.8,1.7,1
1.4,-7.2,0
7.5,13.5,0
8.5,13.6,0
16.5,26.6,0
39.6,56.2,0
36.4,42.9,0
27.2,43.3,0
20,32.7,0
9.9,16.2,0
0.4,-5.7,0
-2.5,-1.9,0
-1.3,-1.6,0
-4.5,-3.5,0
-0.2,-9.1,0
0.5,0.9,0
0.1,0.8,0
2.9,5,0
1.5,-5.4,0
1.4,2.9,0
3,4.9,0
1.5,2.6,0
