1.9,3.4,0
3.1,-0.9,0
1.3,-0.3,0
0,-0.6,0
0.5,0.1,0
0.4,0.1,0
0.8,-0.8,0
-11.5,0.6,0
0.5,0.1,0
0.5,0.4,0
0.7,0.3,0
-10.2,1.2,0
1.1,0.4,0
1.1,0.3,0
0.7,0.2,0
-10.4,-0.2,0
0.5,0.5,0
0.7,0.3,0
0.6,0.4,0
-10.5,0.6,0
1.6,0,0
1.3,0,0
0.9,0.1,0
-9.4,-0.1,1
0.9,0,1
0.4,0.3,1
0.5,0.2,1
0.5,0.2,1
-10.2,0,1
0.9,0,1
0.3,0,1
1.3,-0.3,1
-10.6,0.4,1
0.2,0.4,1
4.1,0.2,1
10.2,3.9,1
3.1,3.9,1
10.8,2.6,1
6,-0.2,1
-0.1,0.5,0
-11.5,-0.3,0
-1.1,0,0
-1.6,-2.3,0
-0.5,-1.2,0
-10.6,-3.4,0
-0.1,-0.4,0
0.3,0,0
0.5,0,0
-10.7,0.2,0
0.1,0.3,0
0.1,0.4,0
-0.1,0.3,0
-0.1,0.4,0
-10.2,0.2,0
-0.2,0.3,0
0.4,1.5,0
0.1,0.5,0
-9.6,0.6,0
1.3,0,0
1.1,0.1,1
1,0.1,1
-9.7,0.2,1
0.3,0.2,1
0.4,0,1
0.6,0.1,1
-9.3,0.1,1
0.4,0.1,1
0.4,0.1,1
0.2,0,1
-9.7,0.2,1
0.5,0.3,1
0.5,0.6,1
1.8,0.8,1
-1.6,-0.2,1
20.9,-0.3,1
37.7,7.3,1
35.5,7.9,1
29.5,4.1,0
12.2,4.2,0
15.1,3.7,0
0.1,1.8,0
-0.1,0.2,0
-10.5,0.4,0
-5.4,-1.8,0
-1.2,0,0
-0.3,0.6,0
-10.3,0.7,0
0.7,0.9,0
1,2.5,0
0.7,1.4,0
-8.3,1.6,0
0.9,1.1,0
0.8,-0.1,0
1.9,-0.4,0
-8,-0.4,0
1,-0.3,0
0.6,-0.1,0
0.6,-0.2,0
-8,-0.2,0
1.4,-0.2,1
1.1,-0.2,1
0.6,-0.2,1
0.3,-1.4,1
-7.6,-2.5,1
2.1,-1,1
0.8,-0.7,1
1.7,-1.2,1
-6.9,-0.3,1
0.5,-0.4,1
2,-0.6,0
0.9,-0.4,0
-9.3,-0.1,0
2.2,-2.5,0
0.5,-0.8,0
0.9,-1,0
-8.1,-0.7,0
1.7,-0.9,0
1.1,-0.5,0
7.3,-1.6,0
7.9,-2.8,0
24.8,-3.1,0
24.3,-2.9,0
18.3,-2.2,0
4,0,0
0.5,1.4,0
-0.2,-0.1,0
-0.2,0,0
-1.4,-0.8,0
-8.9,-1.2,0
-0.5,-2.1,0
0,0.3,0
0,0.1,0
-5.6,0,0
0.6,0,0
0.5,-0.5,0
0.2,-0.3,0
-7.8,-0.2,0
0,-0.2,0
0.1,0,0
