-0.1,-0.5,1
-0.1,0.5,1
0.2,0.9,1
-0.2,0.2,1
-0.2,-21.2,1
-0.4,-0.3,1
-0.4,-0.7,1
-2.8,-0.2,1
-3.4,-21.6,1
-7.7,-0.5,1
-4.2,0.7,1
-5.2,-3.1,1
-2.7,-24.2,1
-1.8,-7,1
-11.1,-56.2,1
-4.6,-47.9,1
-2.5,-32.4,1
3.1,-17.9,1
11.7,2.8,1
15.1,10.9,1
10.1,39.7,1
5.4,38.6,1
6.2,55.4,1
5.5,44.8,1
0.2,5.3,1
-1.5,-26,1
-1.5,-4.9,1
-3.8,-19.1,1
-2.2,-5.4,1
-2.5,-21.3,1
-3.5,-1.1,1
-8.1,0.1,0
-3.6,0.1,0
-1.1,-23,0
-0.6,-2.4,0
-0.7,-3.1,0
-0.1,-3.3,0
-0.9,-24.1,0
-0.4,-1.2,0
-0.1,0.6,0
0.2,0.5,0
0.3,0.3,0
0.4,-18.7,0
1,2,0
0.8,0.6,0
1.2,1.7,0
0.2,-16.9,0
0.2,0.2,0
0.2,-0.2,0
0.3,-0.2,0
1,-18.3,0
-0.2,-1.9,0
0,-0.9,0
-0.3,-1,0
-1.8,-17.2,0
-1.2,-0.2,0
-0.9,-4.5,0
-0.5,-1.1,0
-0.7,-17.7,0
-0.8,-0.7,0
0.1,-0.1,0
0.1,0.1,0
0.1,-14.9,0
0.2,1,0
0.3,1.7,0
0.5,1.6,0
0.5,0.1,0
0.3,-15,0
1.2,1.2,0
0.3,1.2,0
0.6,0.3,0
0.3,-12.3,0
0.3,1.6,0
0.7,1.6,0
-0.1,-0.1,0
0.1,-11.3,0
0.3,0,0
0.3,0.1,0
-0.1,0.1,0
-0.2,-12.4,0
0.1,-0.3,0
0.1,0,0
0.3,0,0
-0.2,-12.9,0
-0.2,-1.7,0
0.4,-0.5,0
0.1,-1.1,0
-0.3,-12.1,0
-0.4,0.3,0
-0.2,0.2,0
-0.1,0.3,0
-0.4,0.4,0
-0.2,-8.6,0
-0.2,-0.5,0
-0.3,-0.5,0
-0.3,-0.1,0
-0.6,-8.1,0
-0.3,0,0
-1.5,0.1,0
-0.4,1,0
-0.4,-5.9,0
0,-0.1,0
0.6,3.6,0
-1.2,0.8,0
0,-3.7,0
-0.5,0.2,0
0,0.2,0
0.1,-0.6,0
0.1,-5.4,0
0.2,-1.3,0
0.5,-1,0
0.6,-2.8,1
-0.1,-7.4,1
-0.6,-4.9,1
1.2,-1,1
-0.3,-3.5,1
1.2,-0.5,1
0.8,-3.5,1
0.8,-1.2,1
0.5,-0.2,1
0.2,-1.2,1
0.1,-2,1
0.2,0.3,1
-0.5,0.1,0
-0.6,-0.1,0
-2.8,0.6,0
-0.4,0.5,0
-1.1,0.7,0
-0.8,0.3,0
0,0.3,0
5.5,16.1,0
5.5,15.1,0
13.2,28.5,0
1.2,9.5,0
0.5,3.3,0
-1.1,-1.1,0
-1,-1.1,0
-1.7,2,0
0.4,-5.5,0
1.3,0.2,0
2.2,0.2,0
2,1.5,0
1.1,4.5,0
1,-0.5,0
1.1,-0.4,0
1.5,-1.5,0
0.9,1.1,0
2.3,-1.1,0
0.7,-2.2,0
1.1,0.2,0
1.7,6.4,0
1.4,1.1,0
0.3,0.3,0
1.1,0.3,0
-0.2,7.1,0
0.7,-0.1,0
0,-0.3,0
-0.1,0.4,0
-0.3,8.4,0
-0.3,0.3,0
-0.4,0.3,0
-0.9,0.6,0
-0.3,9.5,0
-0.4,0.7,0
-1.5,-0.7,0
-0.8,-0.5,0
-0.6,-0.7,0
-0.6,10.5,0
-0.8,-2.3,0
-0.8,-2.3,0
0.1,-2.8,0
-0.4,7.3,0
-0.3,-3.1,0
-0.8,-5.6,0
-0.2,-0.6,0
-0.5,8.8,0
0,-0.1,0
-0.2,0.2,0
-0.3,0.3,0
0,13.2,0
-0.1,0.6,0
-0.3,0.5,0
-0.7,0.9,0
-0.4,17.5,0
-0.3,2.1,0
-0.2,3.2,0
-0.3,1.5,0
0.6,4.4,0
0.8,19.5,0
0.5,2.2,0
0.6,3.2,0
1.2,-0.1,0
0,15.8,0
0.8,-0.6,0
1,-0.5,0
2.9,-1.3,0
0.3,14.6,0
0,-2.1,0
0.8,-1.2,0
0.7,-2.2,0
0.5,15.5,0
0,-1.4,0
0.1,0,1
0,0.1,1
0.1,18.1,1
-0.3,-0.4,1
-0.1,-0.1,1
0.1,-0.2,1
-0.4,16.7,1
-0.4,-1.9,1
-0.5,-0.1,1
-0.2,-0.1,1
0.1,19.9,1
-0.3,0.9,1
0,2.5,1
-0.4,1.8,1
0.1,0.4,0
0.4,22.1,0
0.2,0.7,0
0.1,-0.2,0
0.1,-0.3,0
-0.1,19.4,0
0,-1.1,0
0,-1.4,0
-1,-8,0
-0.3,17.2,0
-0.2,-1.7,0
-0.2,-2,0
-0.4,-2.5,0
-0.7,20,0
-4,-2.1,0
-21.1,-3.7,0
-37.7,-8.5,0
-17.7,4.1,0
-7.4,-3.8,0
4.9,1.3,0
4.7,0.1,0
7.6,21.1,0
2.5,-0.5,0
0.3,0,0
-0.1,-0.1,0
-0.1,0.2,0
-3.4,24.4,0
-2.2,-0.3,0
0.4,0.3,0
0.2,-0.5,0
0.9,21.7,0
2.3,-0.3,0
1.6,-0.4,0
1.6,-0.4,0
0,20.6,0
0.1,-0.2,0
0,-0.3,0
-0.4,-2.7,0
1.6,19.3,0
1.5,-4.2,0
3.2,-0.2,0
2,-0.2,0
1.2,22.3,0
0,0.4,0
1.1,1.3,0
1,0.9,0
1,24.2,0
0.6,1.2,0
0.3,3.2,0
-0.2,0,0
-0.1,0.8,0
-0.3,20.7,0
-0.3,-0.3,0
-1.2,-0.7,0
-2.3,-1,0
-0.2,20,0
-0.2,-1.8,0
-1,-1.8,0
-0.3,0,0
-0.3,21,0
0.3,0.2,0
0.1,0.2,0
0.2,0.4,0
-0.1,20.1,0
0,0.1,0
0.1,0.9,0
-0.1,0.1,0
0.1,20.1,0
0.4,-0.1,0
0.1,-0.1,0
0.2,0.8,0
0.2,19.9,0
0.2,0.1,0
-0.3,0.2,0
-0.1,1.2,0
0.4,1.7,0
-0.2,18.1,0
0.1,-0.1,0
-0.1,-0.8,0
-0.1,-0.8,0
-0.2,17.8,0
-0.1,-1,0
-0.5,-3.7,0
-0.1,-2.2,0
0.2,13.1,0
0.6,-0.2,0
0.2,-2,0
0.2,-1.5,0
-0.2,17.2,0
-0.2,0.2,0
0,0.3,0
-0.3,0.2,0
-0.3,16.3,0
-0.3,1.6,0
-0.4,0,0
0,0.8,0
-0.1,16.1,1
0.2,1.8,1
0.1,1.6,1
0.4,1.5,1
1.4,0.8,1
1.4,15.8,1
0.1,0.1,1
1.8,-0.2,1
1.5,-0.9,1
-0.2,13.2,1
-0.4,-1.7,1
1.6,-0.7,1
-0.4,-3,1
0.2,11,1
-0.1,-2,1
-0.3,-2.8,1
0,-1.5,1
0,10.9,1
-0.2,0,1
-0.1,0,1
-0.2,-0.4,0
-0.1,11,0
-0.2,0,0
-0.2,-0.1,0
-0.4,-0.1,0
-0.3,10.7,0
-0.8,-0.3,0
-0.1,-0.4,0
-0.1,-0.3,0
-0.4,-0.5,0
-0.4,8.6,0
0,-1.1,0
-0.7,-2.6,0
0,-0.5,0
-0.2,5.7,0
-0.2,-2.6,0
-0.1,-2,0
-2.3,-2.5,0
-3.5,0.9,0
-4.4,-12.7,0
-5.5,-26.3,0
-18.3,-45.9,1
-25.2,-68.5,1
-19.8,-79.5,1
-15.5,-69.8,1
-4.5,-51.3,1
-1.6,-10.4,1
